Song-Name,Artists,Genre,Album
Man full.,Robert Cunningham,Hip-Hop,For during.
Me.,Michael Smith,Pop,Standard.
Never.,Brian Chan,Classical,Since.
Along business actually.,Stephen Santos,Pop,Present type.
Leader realize.,Kathryn Young,Jazz,Any.
Before region.,Richard Li,Folk,Fund.
Cultural lay keep.,Steven Mccoy,Reggae,Dog.
For red.,Karen Smith,Electronic,Peace treatment.
Let than also.,Gary Wilson,Electronic,Tell.
Sport about wear.,Jennifer Richmond,Electronic,Together.
Who central computer.,Sarah Conley,Pop,Yeah.
None foot.,Linda Arroyo,Folk,Real hot.
Song total training.,Monica Chang,Pop,Quickly social.
Like ever eat.,Colleen Rodgers,Electronic,Management.
Floor between simply.,Bryan Navarro,Electronic,Civil maintain.
Realize woman item.,Ashley Johns,Hip-Hop,During individual.
Speech follow.,Elizabeth Lopez,Pop,Until.
Science may create.,Jon Hall,Hip-Hop,Physical.
Mean third learn.,Wayne Suarez,Pop,West.
Eight method.,Michael Brown MD,Hip-Hop,Most.
Size effort skin.,Kevin Coleman MD,Pop,Common father.
Compare information.,Joseph Whitehead,Electronic,Range bank.
Commercial place.,Mary Adams,Folk,Truth.
Goal country.,Tiffany Cain,Pop,Arm.
Fund opportunity.,Dr. Leslie Morrow,Electronic,Stuff type.
School also perform result.,David Miller,Hip-Hop,Sound.
Chance.,Daniel Lucas,Hip-Hop,Pay.
Character child.,Brittany Bradley,Pop,Smile.
While successful.,Stephen Sweeney,Electronic,Street.
Tend grow air.,Sarah Smith,Country,Two.
Top someone.,Tamara Rogers,Pop,Century standard.
Culture recent pull.,Eric Hernandez,Pop,Find.
Strategy purpose then.,Crystal Merritt,Electronic,Single number.
City value.,Douglas Rivera,Hip-Hop,Though require.
Must my security.,Victor Salas,Electronic,Player.
Activity effort your.,Susan Robertson,Electronic,Maybe.
Best water per oil.,John Davis,Electronic,Company.
Watch build.,Sarah Vazquez,Electronic,Stage town.
Later agreement financial.,Benjamin Jordan,Electronic,Detail.
Would old.,James Figueroa,R&B,Expert board.
Charge here.,Michael Jennings,Electronic,Executive include.
Think establish.,Barbara Peterson DDS,Classical,Forward raise.
Somebody sign physical.,Katie Hammond,Classical,General.
Move amount.,Stephen Carroll,Hip-Hop,Book benefit.
Item partner.,Jeff Delgado,Folk,Compare.
Compare ready.,Joseph Hall,Pop,Smile.
What build teacher.,Robert Martinez,Reggae,Left.
Represent.,Lisa Cole,Pop,There mention.
The throw.,Kathleen Foster,Electronic,Power important.
Probably century vote.,Amanda Anderson,Pop,But.
Dinner evidence.,Diana Reynolds,Jazz,She my.
Source.,Michael Ibarra,Reggae,Small out.
Those chair.,Sarah Reid,Jazz,Attention.
Walk prove tax.,Christina Lane,Hip-Hop,Present collection.
Food may.,James Watkins,Reggae,Cover be.
Half scientist seat.,Heather Robinson,Hip-Hop,Person until.
Necessary day including surface.,Jessica Mcdaniel,Pop,Impact glass.
Strong it.,William Brooks,Pop,Fall.
Use follow.,Donald Strickland,Electronic,Company PM.
Seek why lose.,Tracy Palmer,Hip-Hop,Trouble.
Stuff firm.,Alexander Tucker,Hip-Hop,Away music.
Go long.,Brooke Ramirez,Country,Serve forward.
Test face room.,Melissa Pacheco,Pop,Above.
Blue people.,Patrick Vaughan,Hip-Hop,Raise show.
Lose.,Adam Booker,Classical,Explain.
Walk attack.,Mary Chavez,R&B,Matter.
Least party magazine.,Brianna Dunn,Pop,To.
Help real expert.,Teresa Garner,Hip-Hop,Special.
Test time.,Joshua Poole,Hip-Hop,Near.
Successful above however.,Cheryl Summers,Pop,Its form.
Interesting nothing doctor order.,Jonathan Short,Electronic,Price.
West total.,Erica Eaton,Pop,Since.
Thing approach list.,Walter Davis,Electronic,Newspaper past.
Center lay subject.,Cynthia Warren,Folk,Image court.
International drive.,Bridget Morrison,Pop,Since.
Teacher effort.,Patricia Harrington,Jazz,Send.
Ball discuss.,Michele Carlson,Classical,Fill hospital.
Make dinner.,Timothy Jones,Pop,Quickly wife.
Space.,Karen Gonzalez,Electronic,Boy think.
Close until yard.,Casey Grant,Hip-Hop,Strategy material.
Various mother else.,George Hanson MD,Pop,Car bad.
Hundred allow.,Jon Arnold,Jazz,Professor.
Customer hear let.,Brian Dennis,Hip-Hop,Big peace.
Reason similar.,Angel Johnson,Hip-Hop,Skill media.
Star score.,Raymond Carr,Pop,Though.
Front.,Ryan Yoder,Hip-Hop,Put take.
Hand successful.,Barbara Mendoza,Hip-Hop,How.
Catch during.,Glenn Taylor,Electronic,Country.
Language summer.,Andrea Stout,Electronic,Interview price.
Finally discussion.,Sarah Pena,Pop,Actually someone.
Different member.,Karen Anderson,Hip-Hop,Probably step.
World animal poor partner.,Benjamin Morrison,Hip-Hop,Fish.
That artist.,Jennifer Anderson,Electronic,Son.
Consider sea future.,Angel Johnson,Hip-Hop,Edge show.
Congress really image song.,Angel Warren,Pop,Culture.
Check specific issue.,William Price,Electronic,Marriage one.
Them despite toward.,Danielle Chavez,Electronic,Five.
Right around wear.,James Flynn,Hip-Hop,Wait yeah.
Clear soon artist.,Kimberly Villarreal,Electronic,His a.
Smile usually example.,Michele Smith,Hip-Hop,Child table.
Start us.,Courtney Moody,Classical,Economic great.
Physical house exist memory.,Thomas Ramirez,Pop,Strong.
Agree week everyone parent.,Angela Hayes,Hip-Hop,Star.
All image gas.,Oscar May,Pop,Apply.
Growth central year none.,Stanley Jimenez,Hip-Hop,Lead.
Thing we truth glass.,Rebecca Wagner,Jazz,Lead improve.
Understand ask.,Barbara Murray,Hip-Hop,Impact.
Card cut.,Jonathan Dixon,Electronic,Wife.
Democratic someone his everyone.,Stephen Mcguire,Hip-Hop,Understand.
Then enjoy there.,Paige Franco,Electronic,Though.
Participant fire shake.,Brent Brewer,Pop,Wind.
She look safe.,Justin Mccoy,Hip-Hop,After.
Per.,Brittany Myers,Hip-Hop,Down.
Significant then such.,Matthew Taylor,Jazz,Style technology.
Follow pick consumer.,Amy Morgan,Pop,Book sign.
Moment recognize dark.,Shelly Garcia,Hip-Hop,Study.
Together strong.,Alyssa Davis,R&B,Shoulder.
Feeling tree to.,Andrew Dixon,Folk,Anything reduce.
Life sell yard.,Alicia Valencia,Electronic,Nor year.
It shoulder.,Antonio Arias,Hip-Hop,North number.
Star business.,Jocelyn Smith,Folk,After.
Deal change.,Michael Melton,Pop,Her.
Give much.,Brenda Lopez,Pop,Indeed little.
Process light.,Timothy Bryant,Pop,Camera.
Represent sure.,Jill Moore,Electronic,That.
Popular.,Christopher Campbell,Hip-Hop,Song attorney.
Before get.,Timothy Clay,Pop,His what.
Chair view year.,Robert Miller,Hip-Hop,Also.
Course only.,Jeffery Reeves,Pop,With.
Into per wrong.,Angela Davidson,Electronic,Difference century.
Girl health dinner.,Anthony Lewis,Classical,Wind.
Kid reach doctor.,Courtney Wall,Hip-Hop,Large chance.
Yes war.,Erin Davis,Electronic,Sing.
Our gun.,Justin Dominguez,Electronic,Much positive.
Report to.,April Davenport,Hip-Hop,Happy article.
So wife book.,Stephanie Kane,Classical,Could.
Study service.,Nathan Carroll,Pop,Rather.
Until activity present.,Sara Castro,Classical,Quality daughter.
Wish reach scene.,Danielle Stevens,Electronic,Nothing.
Food mention.,Cassandra Goodman,Pop,Long.
Class several.,Edward White,Pop,Election also.
Field century never.,Paul Davidson,Classical,Impact clear.
Yes anything party.,Jose Ortega,Pop,Effect husband.
Speak away third.,Jessica Poole,Pop,Interest senior.
Billion.,James Campbell,Pop,Environment include.
Few enter hair court.,Ivan Richardson,Hip-Hop,Affect.
Front consider will.,Robert Lewis,Electronic,How foreign.
Space bill.,Desiree Ferrell,Electronic,Right.
Hear.,Joyce Padilla,Electronic,Town.
Personal throughout suddenly.,Rebecca Crosby,Pop,Couple.
Feeling full.,Angela Lee,Country,Must.
Air me.,Keith Gonzalez,Electronic,Pull whole.
Thank individual.,Kimberly Johnson,Electronic,Here.
Why range lead.,Robin Lynch,Electronic,Issue quality.
Away between thousand.,Joshua Oconnell,Pop,Goal.
Ability yard last.,Wayne Scott,Pop,Stage Mr.
Amount note because.,Amanda Stevens,Country,Either difficult.
Message.,Eric Hayes,Country,Such.
Walk attack front.,Traci Hines,Electronic,Him.
Sort work.,Amber Gonzales,Hip-Hop,War.
Establish theory still.,Steven Jones,Hip-Hop,Act become.
Then give reality manager.,Leslie Stewart,Hip-Hop,Thought capital.
International relationship.,Jennifer Williams,Pop,Modern indicate.
Physical vote few.,Lisa Cooper DVM,Classical,By.
Eye.,William Smith,Electronic,Bring front.
Happen industry program.,Sarah Henry,Classical,Machine.
Fish.,Tony Banks,Pop,Natural.
Court try.,Abigail Cherry,Electronic,Senior.
Quickly bank.,Alicia Hansen,Country,She.
Pick student one.,Meredith Morris,Hip-Hop,Team some.
War.,Kyle Collins,Hip-Hop,Against.
Doctor suffer response.,Deborah Morris,Pop,Thought education.
Protect past add.,Shannon Bowman,Jazz,Join.
Letter owner.,Eric Myers,Electronic,Simple situation.
Without have court.,Susan Allen,Electronic,Effect oil.
Water cover.,Rachel Craig,Electronic,Break live.
Generation institution thing.,Thomas Terry,Hip-Hop,Beyond.
Increase too number.,Rita Sanders,Hip-Hop,Strategy.
Guess structure floor.,Lori Higgins,Electronic,Else dinner.
Itself read different.,Kevin Young,R&B,Republican.
Protect yes professional.,Melissa Nelson,Pop,Eat.
Various.,Rita Benjamin,Electronic,Dinner future.
Notice say cup.,Robert Ray,Electronic,Lose person.
My born tonight.,Tracey Tyler,Electronic,Drop ready.
College area card.,Kristina Adams,Jazz,Need.
Country leg.,Angel Pierce MD,Pop,Pretty authority.
Sing.,Brenda Newton,Hip-Hop,A.
Strong but occur.,Doris Raymond,Electronic,Peace.
Benefit capital.,Charles Jackson,Pop,Chance.
International arm then.,Patricia Short,Electronic,Player week.
Guy behind.,Frances Bolton,Hip-Hop,Lot prepare.
Decade son technology.,Ryan Johnson,Reggae,Least I.
Just deal.,Laura Oliver,Electronic,From open.
Tree simply practice.,Deborah Cain,Pop,Difference.
Talk fine training.,Steven Ward,Pop,Technology.
Reflect firm between.,Jessica Gray,Hip-Hop,Sort.
Prepare marriage leg.,Derrick Day,Pop,Day yes.
Woman.,Sharon House,R&B,Heavy.
Very activity once.,Mr. Martin Dunn,Pop,Wonder.
Window owner.,Matthew Lopez,Hip-Hop,High drug.
Beautiful religious.,Brianna Brown,Classical,Far represent.
Lay hit training.,Rhonda Dennis,Hip-Hop,Thank.
Main gas in.,Anthony Wilson,Hip-Hop,Skill people.
Court across investment.,Vincent Rosario,Pop,Particular.
Campaign join.,Scott Taylor,Pop,Recognize.
Probably its individual.,Luis Young,Hip-Hop,Me section.
Site stay.,Amy Wilcox,Hip-Hop,Bit.
Able describe.,Jamie Ross,Pop,Door.
Indeed lose.,Karen Davis,Folk,Treatment.
Modern six hit.,Valerie Knox,Hip-Hop,Collection.
Visit mouth story finish.,Peter Blanchard,Country,Respond.
Issue give simply.,Larry Larson,Classical,Store option.
Join until.,Maxwell Ibarra,Pop,Every.
Language although.,Kristy Russell,Classical,Medical.
Cost them.,Geoffrey Chan,Hip-Hop,Wall second.
Hotel standard plan.,Faith Wilson,Folk,They.
Available on arrive out.,Mackenzie Elliott,Pop,Worry.
First back evidence.,Heather Long DVM,Hip-Hop,Food available.
Sound hand.,Stephanie Stephens,Hip-Hop,Employee car.
High memory.,Ryan Drake,Hip-Hop,Health draw.
Support.,Mrs. Brooke Johnson,Pop,Size police.
Company candidate month.,Kathryn Maldonado,Jazz,Evidence.
Business couple never.,Mitchell Braun,Electronic,Million anyone.
Consider detail still.,Alexander Davis,Electronic,Trade least.
Still goal financial price.,Keith Villarreal,Electronic,Factor.
Congress.,Andrea Griffin,Electronic,Important.
Who.,Kyle Martin,Electronic,Mother prepare.
Marriage financial.,Cathy Ochoa,Hip-Hop,Huge.
Here.,Sydney Berger,Hip-Hop,Road.
What.,Michaela Hartman,Hip-Hop,Ahead shake.
Director show face.,Charles Collins,Hip-Hop,Own.
Name try impact.,Joshua Thompson,Folk,Part.
Everyone power need quite.,Jared Owens,Pop,Its hear.
Enjoy always.,Madison White,Pop,Better.
Firm meeting current.,Alexander Gomez,Hip-Hop,Debate.
Movie perform contain particularly.,April Dixon,Hip-Hop,Ahead.
Yard someone.,Roy Martin,Hip-Hop,Total.
Significant compare.,Janice Castillo,Electronic,Fill direction.
Pick information boy.,Nicole Nelson,Pop,Explain two.
Agreement research size bit.,Andrea Santos,Pop,Peace whether.
These.,Alexandra Rodriguez,Hip-Hop,Level almost.
Yard window.,Jeffrey Sanchez,Electronic,Order.
Political leave market.,Sharon Garrett,Jazz,Travel.
Despite it her.,Bonnie Bennett,Hip-Hop,College concern.
Over far process.,Shawna Wilkerson,Hip-Hop,Shoulder brother.
Red local.,Steven Rollins,Pop,Any.
Around with second.,Mark Wilson,Electronic,See.
Make nice federal.,Deborah Charles,Pop,Time charge.
Former data idea.,Cindy Mitchell,Electronic,Magazine performance.
Main guess.,Carl Guerrero,Folk,Have.
Word say direction.,Rebecca Gallegos,Classical,Bar.
Wait student see.,Jeffrey Brown,Pop,Suggest.
Drug wonder market.,Brian Conner,Electronic,Seek raise.
Suddenly alone.,Christina Miranda,Electronic,Employee available.
Type tough.,Eric Duncan,Electronic,Number.
Behavior different.,Charlotte Howe,Hip-Hop,Factor.
Wish poor cup.,Laura Ortiz,Electronic,Thing do.
Worry Mrs another.,Nicholas King,Electronic,Indicate.
Position move.,Elizabeth Lloyd,Country,Their benefit.
Over season imagine.,Carla Baxter,Folk,Usually film.
Bed.,Philip Wilson,Pop,Big any.
Police detail know.,Tammy Ayala,Pop,Science.
Visit rule.,Shirley Hall,Pop,Detail deep.
Development painting.,Paul Boyd,Folk,West.
Into resource play.,Matthew Mcdonald,Pop,Cut heart.
Little half.,Brett Barnes,Pop,From arm.
Direction itself.,David Bass MD,Pop,Likely.
Technology condition.,Kelly Ray,Electronic,Article.
Her course political rate.,Samuel Stone,Reggae,Finish world.
Score friend chair.,Terri Montes,Pop,Fill wall.
Dinner late.,Dana Bowman,Hip-Hop,Piece.
Level just interview.,Sarah Hernandez,Electronic,Space.
Huge wind strategy.,Joseph Valenzuela,Hip-Hop,Report way.
Knowledge body fire.,Brian Richmond,Pop,Stage.
Knowledge trip wall record.,Cheryl Summers DVM,Electronic,Management.
Firm.,Mary Fischer,Hip-Hop,Table.
Choice like direction.,Tammy Morales,Hip-Hop,Large.
Hand let else.,Michael Erickson,Electronic,Perhaps.
Technology kind.,Benjamin Lopez,Hip-Hop,Country course.
Really short full.,James Bradley,Folk,At doctor.
Instead culture one accept.,Michael Dixon,Folk,Our.
Growth while.,Shawn Smith,Electronic,Amount blue.
Evidence industry.,Michelle Banks,Hip-Hop,Challenge fight.
Effect various south.,Dorothy Jackson,Hip-Hop,Deep.
West mention better usually.,Heidi Blankenship,Jazz,Score.
Point.,Levi Griffin,Electronic,Section almost.
Performance sometimes.,Ruth Brady,Pop,Between.
Tonight suggest send father.,Victor Riley,Hip-Hop,Trial arrive.
Star knowledge night participant.,Melinda Gray,Electronic,Her benefit.
Education control man.,Lori Porter,Electronic,Center.
Clearly check shoulder.,Joshua Castro,Pop,Traditional.
Open want any.,Tonya Watkins,R&B,Deep main.
Organization power number.,Austin Jordan,Hip-Hop,Maintain.
Goal investment make.,Sarah Wilson,Jazz,Style discussion.
Situation interview dog check.,Andrew Johnson,Electronic,Too skill.
College little coach.,Peter Wade Jr.,Pop,Write difference.
Though.,Edward Hopkins,Hip-Hop,Season my.
Material hotel company.,Anthony Long,Hip-Hop,Real.
Situation summer.,Shawn Hendrix,Pop,Rest.
At join.,Karen Palmer,Hip-Hop,Price community.
Case throw something.,Jessica Bean,Jazz,Trouble everyone.
Might foreign.,Erin Vargas,Folk,Marriage.
Teacher student.,Ashley Deleon,Electronic,Down small.
Government Congress Democrat.,Alyssa Brown,Electronic,Deal season.
I score.,Amy Bauer,Hip-Hop,Phone idea.
Subject future listen.,Jonathan Rodriguez,Pop,Past style.
Change surface break throw.,Jeffery Chapman,Electronic,More.
Break keep more.,Teresa Evans,Pop,Yet.
Media property west.,Kristen Thompson,Electronic,Section.
High half national.,Caroline Melton,Electronic,Morning difference.
Idea another.,Krista Strickland,Classical,White.
Customer.,Shannon Stein,Electronic,Star subject.
Wide watch.,Cassidy Johnson,Folk,Stay owner.
Vote church between.,Yvette Rodriguez,Classical,Lose shake.
Important door even.,Lauren Gutierrez,Classical,Economy.
Heavy sort.,Kelly Hernandez,Electronic,Notice discover.
Whose seat keep.,Ashley Booth,Pop,Tend.
Condition ahead protect.,Justin Floyd,Pop,Hope trade.
Around short.,Richard Wright,Pop,Kind.
Discover ready listen.,Jose Tran,Hip-Hop,Professor.
Early use.,Jeremy Williams,Pop,Positive.
Them fire relationship.,Elizabeth Thompson,Pop,System.
Several want parent.,Nicholas Mills DDS,Pop,World unit.
How return difference.,Joshua Obrien,Electronic,Military condition.
Face face if.,Derek Cruz,Electronic,Material win.
Threat fight.,Greg Thornton,Electronic,Meet threat.
Group order kid.,Dr. Andrea Blackwell,Electronic,Every.
Writer risk scientist.,James Mccall,Hip-Hop,Product quickly.
Page rich.,George Flores,Pop,Point cold.
Building same yeah.,Jill Brown,Pop,Down.
Him employee.,Melissa White,Hip-Hop,Sister.
Everyone color goal military.,Emily Carr,Pop,Responsibility establish.
Measure lawyer subject.,James Smith,Classical,Drive.
Tough guy.,Douglas Christian,R&B,Police pass.
Safe campaign.,Jessica Bennett,Pop,Truth night.
Computer threat himself.,Chad Garza,Pop,Be beautiful.
Capital able.,Kenneth Werner,Hip-Hop,Full.
Through executive.,Stephanie Robinson,Classical,Add eight.
State son compare successful.,Noah Cook,Hip-Hop,Spend wish.
Describe laugh.,Rhonda Smith,Hip-Hop,Early.
Seem seek lay.,Jessica Garcia,Classical,Which.
Bheegi Bheegi Raaton Mein,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Aap Ki Ankhon Mein Kuch,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Tum Aa Gaye Ho Noor Aa Gaya,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Hamen Tumse Pyar Kitna,Kishore Kumar,"Romantic, Bollywood",
Tere Bina Zindagi Se,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Kora Kagaz Tha Yeh Man Mera,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Lag Ja Gale Se Phir,Lata Mangeshkar,"Romantic, Bollywood",
Ae Mere Humsafar,Udit Narayan|Alka Yagnik,"Romantic, Bollywood",
Ek Ajnabee Haseena Se,Kishore Kumar,"Romantic, Bollywood",
Tere Mere Milan Ki Yeh Raina,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Are Jane Kaise Kab Kahan Iqrar,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Abhi Na Jao Chhod Kar,Asha Bhosle|Mohammed Rafi,"Romantic, Bollywood",
O Mere Dil Ke Chain,Kishore Kumar,"Romantic, Bollywood",
Tum Ko Dekha To Yeh Khayal Aaya,Chitra Singh|Jagjit Singh,"Romantic, Bollywood",
Chura Liya Hai Tumne Jo Dil Ko,Mohammed Rafi|Asha Bhosle,"Romantic, Bollywood",
Dekha Ek Khwaab,Lata Mangeshkar|Kishore Kumar,"Romantic, Bollywood",
Tere Chehre Se Nazar Nahin,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Yeh Sham Mastani,Kishore Kumar,"Romantic, Bollywood",
Hum Dono Do Premi,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Do Lafzon Ki Hai Dil Ki Kahani (Duet),Amitabh Bachchan|Asha Bhosle|Sharad Kumar,"Romantic, Bollywood",
Tere Bina Jiya Jaye Na,Lata Mangeshkar,"Romantic, Bollywood",
Teri Bindiya Re,Lata Mangeshkar|Mohammed Rafi,"Romantic, Bollywood",
Kehdoon Tumhen,Asha Bhosle|Kishore Kumar,"Romantic, Bollywood",
Pyar Diwana Hota Hai,Kishore Kumar,"Romantic, Bollywood",
Ankhon Men Humne Aapke Sapne (Duet),Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Yeh Vaada Raha,Asha Bhosle|Kishore Kumar,"Romantic, Bollywood",
Dil Ka Bhanwar Kare Pukar,Mohammed Rafi,"Romantic, Bollywood",
Chingari Koi Bhadke,Kishore Kumar,"Romantic, Bollywood",
Jhuki Jhuki Si Nazar,Jagjit Singh,"Romantic, Bollywood",
Chhu Kar Mere Manko,Kishore Kumar,"Romantic, Bollywood",
Chand Mera Dil Chandni Ho Tum,Mohammed Rafi,"Romantic, Bollywood",
Kuchh To Log Kahenge,Kishore Kumar,"Romantic, Bollywood",
Mere Rang Mein Rangne Wali,S. P. Balasubrahmanyam,"Romantic, Bollywood",
Maine Tere Liye,Mukesh,"Romantic, Bollywood",
Chal Kahin Door Nikal Jayen,Kishore Kumar|Lata Mangeshkar|Mohammed Rafi,"Romantic, Bollywood",
Gaata Rahe Mera Dil,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Diwana Hua Badal,Asha Bhosle|Mohammed Rafi,"Romantic, Bollywood",
Chala Jata Hoon,Kishore Kumar,"Romantic, Bollywood",
Kanchi Re Kanchi Re,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Pyar Ka Dard Hai,Kishore Kumar|Asha Bhosle,"Romantic, Bollywood",
Ajib Dastan Hai Yeh,Lata Mangeshkar,"Romantic, Bollywood",
Panna Ki Tamanna Hai,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Chaudhvin Ka Chand Ho,Mohammed Rafi,"Romantic, Bollywood",
Rimjhim Gire Sawan,Kishore Kumar,"Romantic, Bollywood",
Gun Guna Rahe Hai Bhanvare,Asha Bhosle|Mohammed Rafi,"Romantic, Bollywood",
Saagar Jaisi Aankhonwali,Kishore Kumar,"Romantic, Bollywood",
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,"Romantic, Bollywood",
Yeh Kahan Aa Gaye Hum,Lata Mangeshkar|Amitabh Bachchan,"Romantic, Bollywood",
Aise Na Mujhe,Kishore Kumar,"Romantic, Bollywood",
O Saathi Re (Male),Kishore Kumar,"Romantic, Bollywood",
Kya Hua Tera Vada,Mohammed Rafi|Sushma Shrestha,"Romantic, Bollywood",
Kabhi Kabhi Mere Dil Mein (Duet),Lata Mangeshkar|Mukesh,"Romantic, Bollywood",
Gazab Ka Hai Din,Udit Narayan|Alka Yagnik,"Romantic, Bollywood",
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,"Romantic, Bollywood",
Tune O Rangeele,Lata Mangeshkar,"Romantic, Bollywood",
Ek Pyar Ka Naghma Hai,Lata Mangeshkar|Mukesh,"Romantic, Bollywood",
Ab To Hai Tumse Har Khushi Apni,Lata Mangeshkar,"Romantic, Bollywood",
Bahon Mein Chale Aao,Lata Mangeshkar,"Romantic, Bollywood",
Kahin Door Jab Din Dhal Jaye,Mukesh,"Romantic, Bollywood",
Aaj Rapat Jaayen To,Asha Bhosle|Kishore Kumar,"Romantic, Bollywood",
Likhe Jo Khat Tujhe,Mohammed Rafi,"Romantic, Bollywood",
Aanewala Pal Janewala Hai,Kishore Kumar,"Romantic, Bollywood",
Aate Jate Khoobsurat Awara,Kishore Kumar,"Romantic, Bollywood",
Gum Hai Kisi Ke Pyar Mein,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Aate Jaate Hanste Gaate,Lata Mangeshkar|S. P. Balasubrahmanyam,"Romantic, Bollywood",
Aaja Piya Tohe Pyar Doon,Lata Mangeshkar,"Romantic, Bollywood",
Meri Bheegi Bheegi Si,Kishore Kumar,"Romantic, Bollywood",
Akele Hain To Kya Gam Hai,Udit Narayan|Alka Yagnik,"Romantic, Bollywood",
Isharon Isharon Men Dil Lenewale,Asha Bhosle|Mohammed Rafi,"Romantic, Bollywood",
Dard-E-Dil Dard-E-Jigar,Mohammed Rafi,"Romantic, Bollywood",
Phoolon Ke Rang Se,Kishore Kumar,"Romantic, Bollywood",
Is Mod Se Jate Hain (Duet),Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Gulabi Ankhen,Mohammed Rafi,"Romantic, Bollywood",
Aajkal Paon Zaamin Par Nahin Padte,Lata Mangeshkar,"Romantic, Bollywood",
Karvaten Badalte Rahe,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Bachna Ae Hasinon Lo Main Aa Gaya,Kishore Kumar,"Romantic, Bollywood",
Tere Jaisa Yaar Kahan,Kishore Kumar,"Romantic, Bollywood",
Aye Dil E Nadan,Lata Mangeshkar,"Romantic, Bollywood",
Lagi Aaj Sawan Ki,Anupama Deshpande|Suresh Wadkar,"Romantic, Bollywood",
Salame Ishq Meri Jaan,Kishore Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Ae Ri Pawan,Lata Mangeshkar,"Romantic, Bollywood",
Jeevan Ke Din,Kishore Kumar,"Romantic, Bollywood",
Saagar Jaisi Aankhonwali,Kishore Kumar,"Romantic, Bollywood",
Diye Jalte Hai Phool Khilte Hai,Kishore Kumar,"Romantic, Bollywood",
Aaj Mausam Bada Beimaan Hai,Mohammed Rafi,"Romantic, Bollywood",
Dil To Hai Dil,Lata Mangeshkar,"Romantic, Bollywood",
Tere Chehre Mein Woh Jadoo Hai,Kishore Kumar,"Romantic, Bollywood",
Mere Sapnon Ki Rani,Kishore Kumar,"Romantic, Bollywood",
O Haseena Zulfonwale Jane Jahan,Asha Bhosle|Mohammed Rafi,"Romantic, Bollywood",
Pal Bhar Ke Liye,Kishore Kumar|Usha Khanna,"Romantic, Bollywood",
Hum Aap Ki Ankhon Mein,Geeta Dutt|Mohammed Rafi,"Romantic, Bollywood",
Are Diwano Mujhe Pehchano,Kishore Kumar,"Romantic, Bollywood",
Ehsan Tera Hoga Mujh Par,Mohammed Rafi,"Romantic, Bollywood",
Kisi Nazar Ko Tera Intezar,Asha Bhosle|Bhupinder Singh,"Romantic, Bollywood",
Apni To Jaise Taise,Kishore Kumar,"Romantic, Bollywood",
Dekho Maine Dekha Hai Ek Sapna,Amit Kumar|Lata Mangeshkar,"Romantic, Bollywood",
Tere Khushboo Mein Base Khat,Jagjit Singh,"Bollywood, Romantic",
Koi Yeh Kaise Bataye,Jagjit Singh,"Bollywood, Pop",
Papa Kehte Hain,Udit Narayan,"Bollywood, Inspirational",
Roop Tera Mastana,Kishore Kumar,"Bollywood, Romantic",
Ye Ladka Hay Allah Kaisa Hai Diwana,Asha Bhosle|Mohammed Rafi,"Bollywood, Fun",
Om Shanti Om (Meri Umar Ke Naujawano),Kishore Kumar,"Bollywood, Romantic",
Oh Hansini,Kishore Kumar,"Bollywood, Fun",
Chup Gaye Sare Nazare,Lata Mangeshkar|Mohammed Rafi,"Bollywood, Romantic",
Pukarta Chala Hoon Main,Mohammed Rafi,"Bollywood, Emotional",
Ye Samaa Samaa Hai Pyar Ka,Lata Mangeshkar,"Bollywood, Romantic",
Janu Meri Jaan,Asha Bhosle|Kishore Kumar|Mohammed Rafi|Usha Mangeshkar,"Bollywood, Romantic",
Lekar Hum Diwana Dil,Asha Bhosle|Kishore Kumar,"Bollywood, Romantic",
Aap Ke Aa Jane Se,Mohammad Aziz|Sadhana Sargam,"Bollywood, Emotional",
Tujhse Naraz Nahin Zindagi (Male),Anup Ghoshal,"Bollywood, Playful",
Dekha Na Haye Re,Kishore Kumar,"Bollywood, Romantic",
Ye Jawani Hai Diwani,Kishore Kumar,"Bollywood, Fun",
Phir Chiddi Raat,Lata Mangeshkar|Talat Aziz,"Bollywood, Romantic",
Pyar Mujh Se Jo Kiya,Jagjit Singh,"Bollywood, Emotional",
Aap Ki Nazron Ne Samjha,Lata Mangeshkar,"Bollywood, Romantic",
